#,BUSINESS NAME,CATEGORY,COUNTRY,CITY,ADDRESS,WEBSITE,EMAIL,PHONE,STATUS,OUTREACH,NOTES
,"York Properties, Inc.",Commercial real estate agency,US,Raleigh,"2108 Clark Ave, Raleigh, NC 27605",http://www.yorkproperties.com/,info@yorkproperties.com,"(919) 821-1350
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,KW Commercial | Carolinas Division | National Advisory Team,Commercial real estate agency,US,Mooresville,"130 Plantation Ridge Dr #200, Mooresville, NC 28117",https://www.kwcnational.com/,N/A,"(980) 766-8797
",,🆕 New Lead,
,Noah & Co.,Commercial real estate agency,US,New York,"600 5th Ave, New York, NY 10020",https://noahre.com/,officespace@noahre.com,"(212) 947-7120
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,"Long & Foster Cary, NC - Realty",Commercial real estate agency,US,Cary,"1903 High House Rd, Cary, NC 27519",https://www.longandfoster.com/bio/cary-nc-realty,N/A,"(919) 469-6300
",,🆕 New Lead,
,G Brokerage Commercial Real Estate Brokers & Listings,Commercial real estate agency,US,Cornelius,"19900 W Catawba Ave Suite 103 B, Cornelius, NC 28031",http://www.gbrokerage.com/,N/A,"(704) 325-8005
",,🆕 New Lead,
,"Commercial Realty Advisors, LLC",Commercial real estate agency,US,Winston-Salem,"751 W 4th St Suite 310, Winston-Salem, NC 27101",https://www.commercialrealtync.com/,info@commercialrealtync.com,"(336) 793-0890
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Joubran Commercial Properties,Commercial real estate agency,US,Greensboro,"609 State St #101, Greensboro, NC 27405",https://joubrancommercial.com/,N/A,"(336) 270-9775
",,🆕 New Lead,
,The Nichols Company,Commercial real estate agency,US,Charlotte,"1204 Central Ave #201, Charlotte, NC 28204",https://thenicholscompany.com/,info@thenicholscompany.com,"(704) 373-9797
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Ardor Commercial Advisors,Commercial real estate agency,US,Charlotte,"6230 Fairview Rd #102, Charlotte, NC 28210",https://ardorcre.com/,N/A,"(704) 885-5552
",,🆕 New Lead,
,Cole Commercial Real Estate,Commercial real estate agency,US,Charlotte,"814 Tyvola Rd #104, Charlotte, NC 28217",http://www.colecre.com/,N/A,"(704) 337-5000
",,🆕 New Lead,
,Sido New York Real Estate,Commercial real estate agency,US,New York,"147 W 35th St #402, New York, NY 10001",https://sidonyre.com/,N/A,"(212) 706-9079
",,🆕 New Lead,
,Tri State Commercial Realty LLC,Commercial real estate agency,US,Brooklyn,"148 39th St 3rd floor, Suite A07, Brooklyn, NY 11232",https://tristatecr.com/,N/A,"(212) 433-3355
",,🆕 New Lead,
,Park Commercial Real Estate,Commercial real estate agency,US,Charlotte,"230 Peterson Dr Suite A, Charlotte, NC 28217",http://www.parkcre.com/,info@parkcre.com,"(704) 218-9204
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Queen City Commercial LLC,Commercial real estate agency,US,Charlotte,"2029 Birchside Dr, Charlotte, NC 28205",http://www.queencitycre.com/,N/A,"(704) 503-9608
",,🆕 New Lead,
,KW Commercial / ThisPropertyAvailable.com,Commercial real estate agency,US,Raleigh,"4700 Homewood Ct Suite 200, Raleigh, NC 27609",http://thispropertyavailable.com/,user@domain.com,"(919) 675-2750
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Regent Commercial Real Estate,Commercial real estate agency,US,Charlotte,"6047 Tyvola Glen Cir Suite 467, Charlotte, NC 28217",https://regentcre.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_charlotte&utm_content=main_button,brian@regentcre.com,"(704) 910-9518
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,SVN Raleigh,Commercial real estate agency,US,Raleigh,"701 Corporate Center Dr #460, Raleigh, NC 27607",http://phoenixcommercialnc.com/,N/A,"(919) 896-6497
",,🆕 New Lead,
,BOLD Commercial Real Estate,Commercial real estate agency,US,Chapel Hill,"50051 Governors Dr Ste B, Chapel Hill, NC 27517",https://www.boldcre.com/,N/A,"(919) 883-5502
",,🆕 New Lead,
,Blue Ridge Brokerage,Commercial real estate agency,US,Boone,"4417 NC-105, Boone, NC 28607",http://www.blueridgebrokerage.com/,N/A,"(828) 265-2199
",,🆕 New Lead,
,Verv Commercial Real Estate,Commercial real estate agency,US,Charlotte,"1449 S Church St, Charlotte, NC 28203",https://www.vervcre.com/,N/A,"(704) 796-4885
",,🆕 New Lead,
,Nick Krautter,Commercial real estate agency,US,Portland,"35 NE Weidler St, Portland, OR 97232",https://sellpdx.com/,info@companyname.com,"(503) 901-8100
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,"Eddie Chanez, All Professionals Real Estate",Real estate agent,US,Beaverton,"20001 SW Tualatin Valley Hwy, Beaverton, OR 97006",https://www.homesnap.com/Eddie-Chanez/gmb,support@citysnap.com,"(503) 597-9005
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,PDX Renovations LLC - Portland OR-| Cash Home Buyer,Real estate consultant,US,Portland,"5934 N Greeley Ave F, Portland, OR 97217",https://pdxrenovations.com/,jtaylor@pdxrenovations.com,"(503) 560-6620
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Golden Oak Insurance Services (Insurance Brokers),Home insurance agency,US,Beaverton,"4145 SW Watson Ave #350, Beaverton, OR 97005",http://goldenoakinsurance.com/,N/A,"(503) 720-1985
",,🆕 New Lead,
,Envision Home Properties Inc. Group of More Realty,Commercial real estate agency,US,Portland,"1225 NW Murray Rd #214, Portland, OR 97229",http://www.envisionhomeproperties.com/,michele@brokermichele.com,"(503) 746-6627
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,"Ginger Townsend, Mt Hood Realty, LLC",Real estate agent,US,Camas,"2005 SE 192nd Ave Suite 200, Camas, WA 98607",https://www.homesnap.com/Ginger-Townsend/gmb,support@citysnap.com,"(360) 901-6548
",,🆕 New Lead,
,,,,,#ERROR!,,,,EMAIL SENT,,
,Jonathan Nikfarjam – South Bay & Los Angeles Apartment Broker | Shield Commercial Real Estate,Commercial real estate agency,US,Los Angeles,"11150 W Olympic Blvd #1090, Los Angeles, CA 90064",http://www.shieldcre.com/,"user@domain.com
contact@shieldcre.com","(310) 593-9868
",,🆕 New Lead,
